Customer_ID,Age,Gender,Annual_Income,Spending_Score,Membership_Status,Last_Purchase_Amount,Total_Purchases,Preferred_Category,Days_Since_Last_Purchase,City,Subscription_Type,Customer_Satisfaction,Fraudulent_Activity,Referral_Score,Customer_Review
CUST_0233,69,Male,61800.0,17,Silver,930.56,30,Home & Living,317,Los Angeles,None,,0,9,Great service!
CUST_0234,66,Female,116044.0,68,Silver,76.2,8,Fashion,28,Houston,None,4.0,0,2,Great service!
CUST_0235,66,Female,25347.0,47,Platinum,252.56,98,Electronics,21,Miami,Yearly,5.0,0,2,Excellent quality!
CUST_0236,69,Female,,25,Silver,837.56,57,Grocery,320,New York,None,1.0,0,8,Excellent quality!
CUST_0237,29,Female,115850.0,94,Bronze,135.63,111,Sports,284,Houston,Monthly,1.0,0,10,Excellent quality!
CUST_0238,56,Male,22643.0,73,Gold,799.54,73,Grocery,47,Houston,Monthly,3.0,0,9,Excellent quality!
CUST_0239,19,Male,60785.0,21,Gold,953.27,115,Electronics,4,Los Angeles,None,2.0,0,7,Loved the experience!
CUST_0240,20,Female,38681.0,84,Bronze,908.02,20,Sports,249,Los Angeles,Monthly,1.0,0,0,Could be better.
CUST_0241,66,Male,70026.0,83,Bronze,1739.66,25,Grocery,162,Chicago,Monthly,5.0,0,9,Excellent quality!
CUST_0242,54,Male,123864.0,83,Bronze,1064.82,19,Electronics,201,Chicago,Yearly,4.0,0,1,Could be better.
CUST_0243,66,Female,35892.0,12,Silver,941.28,5,Grocery,100,New York,Yearly,4.0,0,2,Loved the experience!
CUST_0244,73,Female,67299.0,37,Silver,827.31,75,Fashion,70,Houston,None,3.0,0,10,Could be better.
CUST_0245,34,Female,37073.0,42,Silver,1637.07,128,Electronics,162,Berlin,Monthly,4.0,0,1,Could be better.
CUST_0246,66,Female,122304.0,17,Platinum,1791.16,72,Grocery,172,New York,Monthly,,0,2,Could be better.
CUST_0247,19,Female,50682.0,48,Gold,1707.95,40,Fashion,140,New York,Yearly,4.0,0,7,Could be better.
CUST_0248,19,Female,117798.0,28,Bronze,1350.36,26,Fashion,137,Berlin,Yearly,1.0,0,10,Excellent quality!
CUST_0249,45,Female,146021.0,41,Bronze,283.35,27,Electronics,65,Berlin,Yearly,1.0,0,10,Could be better.
CUST_0250,71,Male,116894.0,99,Silver,560.97,83,Home & Living,197,Berlin,Yearly,2.0,0,5,Could be better.
CUST_0251,40,Male,144302.0,47,Bronze,101.67,128,Sports,327,Los Angeles,None,3.0,0,6,Excellent quality!
CUST_0252,54,Female,34289.0,18,Silver,1862.34,33,Electronics,227,New York,None,,0,9,Loved the experience!
CUST_0253,49,Female,135359.0,78,Gold,1324.99,97,Fashion,280,New York,Monthly,1.0,0,9,Will not recommend.
CUST_0254,50,Male,27927.0,99,Bronze,1495.26,111,Fashion,171,Miami,Yearly,3.0,0,5,Great service!
CUST_0255,18,Male,68330.0,71,Silver,630.03,16,Electronics,315,Berlin,Yearly,5.0,0,0,Could be better.
CUST_0256,36,Male,86707.0,13,Gold,1692.85,23,Home & Living,39,Berlin,None,4.0,0,10,Could be better.
CUST_0257,19,Male,140279.0,82,Silver,526.61,135,Sports,6,Chicago,None,3.0,0,2,
CUST_0258,70,Female,97454.0,13,Bronze,13.27,26,Grocery,173,Chicago,Monthly,3.0,0,0,Loved the experience!
CUST_0259,61,Male,127439.0,100,Silver,759.07,96,Electronics,150,Houston,None,3.0,0,9,Loved the experience!
CUST_0260,43,Female,124646.0,31,Bronze,1145.82,12,Sports,210,Chicago,Yearly,4.0,0,8,Will not recommend.
CUST_0261,49,Female,85428.0,2,Platinum,962.62,72,Sports,301,London,Monthly,4.0,0,8,Great service!
CUST_0262,23,Female,70601.0,16,Bronze,1725.53,133,Fashion,85,Houston,Monthly,3.0,0,4,Excellent quality!
CUST_0263,49,Female,,9,Silver,,106,Grocery,252,Berlin,Yearly,2.0,0,3,Will not recommend.
CUST_0264,72,Male,22539.0,73,Silver,1112.11,117,Electronics,20,Miami,Yearly,1.0,0,8,Could be better.
CUST_0265,21,Female,122263.0,38,Platinum,1030.83,26,Fashion,256,Chicago,Monthly,4.0,0,8,Excellent quality!
CUST_0266,72,Male,131487.0,75,Bronze,569.97,133,Fashion,32,Miami,Yearly,2.0,0,2,Loved the experience!
CUST_0267,28,Male,42669.0,54,Bronze,1646.23,22,Home & Living,259,Chicago,Monthly,4.0,0,4,Excellent quality!
CUST_0268,73,Female,90968.0,56,Bronze,1508.17,13,Sports,233,Chicago,Yearly,3.0,0,2,Loved the experience!
CUST_0269,34,Male,40644.0,86,Bronze,,107,Electronics,2,Miami,Yearly,2.0,0,9,Will not recommend.
CUST_0270,55,Male,38745.0,97,Bronze,1753.62,23,Electronics,346,New York,Monthly,5.0,0,1,Excellent quality!
CUST_0271,41,Female,140852.0,100,Silver,1448.34,97,Electronics,307,New York,Yearly,1.0,0,0,Excellent quality!
CUST_0272,22,Male,148081.0,87,Bronze,471.36,18,Fashion,226,New York,Monthly,1.0,0,9,Great service!
CUST_0273,69,Female,,45,Bronze,1414.07,117,Home & Living,283,London,Yearly,4.0,0,1,Great service!
CUST_0274,51,Male,138358.0,34,Gold,622.33,30,Grocery,69,New York,Monthly,1.0,0,7,Great service!
CUST_0275,23,Female,54521.0,9,Bronze,491.93,26,Fashion,312,Chicago,Yearly,5.0,0,10,Will not recommend.
CUST_0276,39,Female,142788.0,88,Bronze,155.28,144,Grocery,363,Berlin,Monthly,2.0,0,7,
CUST_0277,28,Female,117239.0,8,Bronze,1490.62,39,Home & Living,253,Los Angeles,Yearly,2.0,0,2,Could be better.
CUST_0278,65,Female,46928.0,7,Platinum,,130,Sports,143,Miami,None,3.0,0,6,Loved the experience!
CUST_0279,33,Male,38322.0,36,Bronze,476.65,113,Electronics,23,Berlin,Monthly,2.0,0,6,Excellent quality!
CUST_0280,50,Female,77714.0,18,Gold,1501.26,134,Grocery,233,Los Angeles,Yearly,4.0,0,1,Loved the experience!
CUST_0281,26,Male,107896.0,3,Gold,,46,Fashion,332,Berlin,Monthly,5.0,0,8,Loved the experience!
CUST_0282,23,Female,82292.0,28,Bronze,224.98,50,Grocery,174,London,Yearly,3.0,0,2,
CUST_0283,33,Male,49055.0,70,Platinum,472.95,106,Sports,331,Los Angeles,Monthly,4.0,0,1,Excellent quality!
CUST_0284,46,Female,62891.0,44,Bronze,1503.02,146,Electronics,324,Houston,Yearly,4.0,0,2,Excellent quality!
CUST_0285,20,Male,101912.0,21,Bronze,556.27,72,Grocery,356,New York,Yearly,4.0,0,1,Could be better.
CUST_0286,37,Female,26588.0,28,Gold,1253.08,74,Sports,158,London,None,,0,7,Excellent quality!
CUST_0287,53,Female,110536.0,54,Gold,171.52,17,Fashion,347,Berlin,Yearly,4.0,0,4,Great service!
CUST_0288,36,Female,26304.0,54,Silver,909.88,70,Home & Living,347,Chicago,Yearly,,0,2,Could be better.
CUST_0289,43,Male,27345.0,65,Bronze,1480.79,6,Fashion,285,New York,Yearly,2.0,0,4,
CUST_0290,20,Female,49300.0,100,Silver,1376.16,26,Electronics,17,New York,None,1.0,0,10,Will not recommend.
CUST_0291,36,Male,44259.0,21,Gold,1631.99,140,Fashion,43,Los Angeles,None,4.0,0,10,Excellent quality!
CUST_0292,37,Male,111006.0,99,Bronze,1756.13,99,Fashion,154,Houston,Monthly,5.0,0,7,Loved the experience!
CUST_0293,49,Male,108553.0,13,Bronze,1548.64,142,Fashion,354,New York,None,5.0,0,6,Great service!
CUST_0294,24,Male,35352.0,57,Bronze,1346.46,22,Fashion,230,Berlin,Yearly,2.0,0,5,Excellent quality!
CUST_0295,69,Female,149350.0,49,Bronze,73.13,51,Electronics,315,Berlin,None,4.0,0,0,Great service!
CUST_0296,58,Female,,54,Gold,1074.58,104,Sports,224,Miami,None,1.0,0,9,Could be better.
CUST_0297,50,Male,,10,Silver,85.02,89,Grocery,216,Miami,Monthly,5.0,0,0,Great service!
CUST_0298,57,Male,22336.0,53,Platinum,1618.05,141,Home & Living,55,New York,None,3.0,0,0,
CUST_0299,56,Male,82032.0,44,Bronze,648.24,138,Grocery,30,Los Angeles,Monthly,4.0,0,9,Will not recommend.
CUST_0300,35,Male,95415.0,47,Gold,1129.23,9,Grocery,356,Los Angeles,Monthly,,0,7,Will not recommend.
CUST_0301,57,Other,117852.0,53,Bronze,566.1,79,Home & Living,58,Chicago,Monthly,3.0,0,7,Great service!
CUST_0302,18,Male,118876.0,74,Bronze,1567.18,52,Electronics,352,London,None,5.0,0,6,
CUST_0303,28,Male,27521.0,46,Bronze,1774.14,130,Home & Living,234,London,Monthly,3.0,0,5,Excellent quality!
CUST_0304,45,Male,91707.0,13,Bronze,803.3,13,Electronics,106,London,Monthly,2.0,0,3,Excellent quality!
CUST_0305,74,Female,43481.0,37,Silver,1727.22,51,Grocery,190,Houston,None,1.0,0,0,Loved the experience!
CUST_0306,42,Other,38474.0,24,Platinum,541.48,34,Electronics,17,Los Angeles,Monthly,1.0,0,8,Loved the experience!
CUST_0307,67,Female,66760.0,2,Silver,1073.98,35,Sports,225,Chicago,Monthly,5.0,0,0,Great service!
CUST_0308,40,Female,75718.0,86,Bronze,1718.94,131,Home & Living,166,Miami,Monthly,3.0,0,3,Could be better.
CUST_0309,48,Female,64629.0,81,Bronze,658.5,120,Sports,70,Berlin,Yearly,4.0,0,2,Will not recommend.
CUST_0310,47,Male,65232.0,100,Bronze,1908.54,70,Grocery,361,London,Yearly,4.0,0,6,
CUST_0311,59,Female,106544.0,14,Silver,252.54,147,Home & Living,53,Miami,Monthly,4.0,0,4,Excellent quality!
CUST_0312,52,Female,87169.0,10,Gold,46.37,67,Grocery,244,Miami,None,2.0,0,4,Loved the experience!
CUST_0313,24,Female,147941.0,35,Platinum,1809.23,103,Sports,349,New York,None,2.0,0,3,Great service!
CUST_0314,33,Female,,25,Bronze,146.61,73,Grocery,75,Houston,Yearly,4.0,0,0,Excellent quality!
CUST_0315,43,Female,98021.0,3,Silver,1983.86,116,Home & Living,34,Chicago,Yearly,5.0,1,4,Great service!
CUST_0316,65,Female,129153.0,17,Silver,1903.28,133,Home & Living,266,Houston,Yearly,2.0,0,3,Great service!
CUST_0317,74,Other,89184.0,12,Silver,282.67,67,Grocery,316,New York,Yearly,2.0,0,9,Will not recommend.
CUST_0318,69,Female,67945.0,54,Silver,1079.79,139,Home & Living,299,Chicago,Monthly,,0,7,Could be better.
CUST_0319,66,Female,33140.0,24,Silver,377.99,121,Home & Living,120,Chicago,Monthly,1.0,0,1,Excellent quality!
CUST_0320,19,Female,146468.0,29,Silver,862.03,94,Grocery,323,Los Angeles,None,,0,7,Loved the experience!
CUST_0321,18,Male,103457.0,43,Bronze,132.24,129,Sports,24,Houston,Monthly,2.0,0,0,Great service!
CUST_0322,65,Female,34357.0,25,Gold,455.61,91,Home & Living,159,Houston,Yearly,2.0,0,3,Loved the experience!
CUST_0323,29,Male,131672.0,100,Bronze,732.91,92,Home & Living,83,Los Angeles,None,3.0,0,2,Excellent quality!
CUST_0324,22,Female,88673.0,60,Silver,882.91,63,Home & Living,113,Miami,Yearly,5.0,0,4,Will not recommend.
CUST_0325,54,Other,141673.0,90,Silver,1955.22,29,Home & Living,222,New York,Yearly,5.0,0,4,Will not recommend.
CUST_0326,49,Female,85633.0,65,Silver,1617.65,12,Grocery,165,Houston,Yearly,3.0,0,4,
CUST_0327,72,Male,96943.0,84,Platinum,1477.45,77,Sports,190,Los Angeles,Monthly,3.0,0,3,
CUST_0328,26,Male,116111.0,28,Gold,1078.71,41,Sports,174,Berlin,None,1.0,0,7,
CUST_0329,58,Male,98258.0,16,Gold,1681.6,130,Electronics,0,Chicago,Yearly,5.0,0,2,Excellent quality!
CUST_0330,52,Female,32924.0,47,Silver,685.25,37,Home & Living,228,London,None,5.0,0,3,Great service!
CUST_0331,36,Male,89286.0,81,Gold,1420.71,24,Home & Living,85,Berlin,None,3.0,0,0,Will not recommend.
CUST_0332,65,Male,113269.0,92,Silver,1987.63,99,Electronics,61,Los Angeles,None,4.0,1,6,Loved the experience!
CUST_0333,33,Male,147563.0,58,Gold,636.11,100,Sports,319,London,None,,0,0,Loved the experience!
CUST_0334,20,Female,94071.0,76,Silver,1351.29,139,Fashion,205,Miami,Yearly,1.0,0,1,
CUST_0335,37,Female,77326.0,27,Platinum,1690.19,58,Fashion,104,New York,Yearly,4.0,0,10,Excellent quality!
CUST_0336,41,Male,110023.0,53,Platinum,1832.46,29,Sports,317,London,Yearly,4.0,1,6,Excellent quality!
CUST_0337,71,Male,140101.0,42,Gold,1438.69,143,Home & Living,290,Miami,Yearly,4.0,0,0,Great service!
CUST_0338,73,Female,50651.0,59,Bronze,574.38,60,Fashion,249,London,None,2.0,0,10,
CUST_0339,50,Female,90202.0,47,Bronze,659.3,95,Grocery,12,Chicago,Monthly,1.0,0,2,Excellent quality!
CUST_0340,41,Female,68777.0,94,Gold,51.31,42,Grocery,162,Chicago,None,3.0,0,5,Great service!
CUST_0341,69,Male,36994.0,34,Bronze,1524.16,43,Electronics,42,Chicago,None,4.0,0,5,Excellent quality!
CUST_0342,28,Female,87263.0,37,Gold,95.05,74,Sports,110,Chicago,None,2.0,0,5,Will not recommend.
CUST_0343,66,Female,79634.0,6,Silver,1730.66,64,Sports,204,Los Angeles,None,4.0,0,10,Great service!
CUST_0344,25,Female,120158.0,7,Silver,246.13,2,Fashion,255,Chicago,Monthly,2.0,0,1,Excellent quality!
CUST_0345,53,Female,30800.0,96,Platinum,352.03,66,Home & Living,306,Berlin,Monthly,1.0,0,1,Excellent quality!
CUST_0346,55,Male,57823.0,96,Silver,958.29,31,Sports,143,Chicago,Monthly,4.0,0,5,Great service!
CUST_0347,57,Male,128575.0,25,Silver,1478.38,115,Fashion,145,Berlin,Monthly,2.0,0,9,Loved the experience!
CUST_0348,37,Female,83878.0,33,Silver,286.61,26,Fashion,300,Los Angeles,Yearly,5.0,0,4,
CUST_0349,52,Female,38708.0,55,Bronze,885.74,29,Sports,163,Chicago,None,5.0,0,6,Excellent quality!
CUST_0350,65,Female,32819.0,58,Gold,970.87,78,Fashion,168,Miami,None,2.0,0,6,Excellent quality!
CUST_0351,42,Female,94905.0,7,Bronze,432.45,25,Electronics,297,Miami,Yearly,4.0,0,4,Will not recommend.
CUST_0352,52,Female,83870.0,57,Platinum,239.96,48,Electronics,232,Houston,Monthly,4.0,0,7,Great service!
CUST_0353,42,Female,29283.0,12,Gold,1674.48,65,Sports,270,Miami,Monthly,1.0,0,9,Will not recommend.
CUST_0354,46,Male,50573.0,16,Bronze,1009.91,67,Home & Living,59,New York,Monthly,1.0,0,5,Will not recommend.
CUST_0355,35,Female,98707.0,80,Gold,38.62,90,Electronics,295,New York,Yearly,3.0,0,4,Will not recommend.
CUST_0356,63,Male,50933.0,43,Silver,1607.93,146,Electronics,234,New York,Yearly,,0,3,Great service!
CUST_0357,35,Male,25774.0,100,Bronze,1961.78,137,Sports,164,Los Angeles,Monthly,4.0,0,6,Could be better.
CUST_0358,19,Other,92055.0,77,Platinum,1215.79,38,Grocery,193,Miami,Yearly,3.0,0,3,Loved the experience!
CUST_0359,71,Male,30983.0,7,Bronze,1012.38,87,Fashion,233,Berlin,Monthly,1.0,0,4,Excellent quality!
CUST_0360,52,Male,116468.0,100,Bronze,1758.05,149,Electronics,182,New York,Yearly,2.0,0,4,Great service!
CUST_0361,33,Male,116334.0,51,Silver,1905.51,65,Grocery,332,Houston,Yearly,5.0,0,0,Loved the experience!
CUST_0362,58,Female,38133.0,73,Silver,1511.53,149,Home & Living,231,Los Angeles,Yearly,1.0,0,0,Great service!
CUST_0363,53,Male,145555.0,32,Silver,896.45,27,Grocery,360,Houston,Yearly,1.0,0,2,Loved the experience!
CUST_0364,50,Male,34939.0,75,Gold,1188.52,106,Sports,106,Miami,None,2.0,0,10,Great service!
CUST_0365,21,Male,20781.0,8,Silver,1404.86,123,Home & Living,222,Chicago,Monthly,4.0,0,2,
CUST_0366,50,Male,134586.0,97,Silver,396.6,44,Home & Living,79,Houston,Yearly,2.0,0,1,Excellent quality!
CUST_0367,31,Male,76700.0,87,Bronze,899.93,100,Grocery,233,Chicago,None,1.0,0,1,Loved the experience!
CUST_0368,38,Male,47624.0,89,Bronze,1661.34,28,Sports,183,Los Angeles,Yearly,4.0,0,5,Great service!
CUST_0369,65,Female,26823.0,72,Bronze,1312.9,17,Electronics,184,Houston,None,,0,0,Could be better.
CUST_0370,37,Male,38489.0,45,Bronze,828.3,127,Grocery,133,Houston,Yearly,1.0,0,5,Excellent quality!
CUST_0371,73,Male,138555.0,86,Silver,1330.09,123,Electronics,219,London,Yearly,2.0,0,4,Great service!
CUST_0372,25,Male,,59,Bronze,245.26,131,Grocery,287,Los Angeles,Monthly,3.0,0,5,Could be better.
CUST_0373,24,Male,139664.0,4,Bronze,808.98,76,Electronics,363,Los Angeles,Yearly,5.0,0,4,Excellent quality!
CUST_0374,20,Female,49118.0,67,Bronze,1588.33,46,Grocery,201,New York,Monthly,3.0,0,6,Excellent quality!
CUST_0375,34,Female,120417.0,29,Platinum,448.81,69,Home & Living,145,Miami,Monthly,2.0,0,0,Excellent quality!
CUST_0376,50,Male,101816.0,29,Platinum,380.06,137,Fashion,323,Houston,Yearly,3.0,0,2,Excellent quality!
CUST_0377,65,Male,42263.0,98,Silver,1902.13,85,Home & Living,126,Houston,Yearly,2.0,0,5,
CUST_0378,29,Male,33565.0,98,Platinum,427.7,11,Electronics,134,Berlin,Monthly,1.0,0,0,Loved the experience!
CUST_0379,68,Female,40354.0,28,Gold,529.23,69,Sports,113,Los Angeles,Yearly,4.0,0,10,Could be better.
CUST_0380,39,Female,62951.0,77,Silver,1939.54,99,Home & Living,263,Los Angeles,Yearly,5.0,0,10,Excellent quality!
CUST_0381,72,Female,111179.0,79,Bronze,1472.07,91,Fashion,63,Miami,Monthly,4.0,0,6,Excellent quality!
CUST_0382,39,Male,43648.0,87,Gold,1402.2,94,Electronics,134,Los Angeles,Yearly,4.0,1,3,
CUST_0383,63,Female,70729.0,44,Gold,1707.32,115,Home & Living,40,Chicago,None,4.0,0,2,Great service!
CUST_0384,47,Male,61971.0,90,Silver,240.49,31,Grocery,295,Chicago,Yearly,2.0,0,9,Loved the experience!
CUST_0385,55,Male,38658.0,4,Gold,1414.85,11,Sports,2,London,Yearly,2.0,0,8,Will not recommend.
CUST_0386,55,Male,41253.0,90,Silver,,87,Electronics,193,Chicago,Yearly,5.0,0,0,Will not recommend.
CUST_0387,62,Male,84166.0,9,Gold,1660.01,121,Home & Living,109,Chicago,Yearly,2.0,0,7,Will not recommend.
CUST_0388,68,Female,68563.0,5,Platinum,1021.2,130,Electronics,220,Miami,None,2.0,0,0,Excellent quality!
CUST_0389,71,Female,46390.0,56,Bronze,1244.28,105,Grocery,3,Houston,Yearly,2.0,0,4,Great service!
CUST_0390,25,Male,108664.0,96,Gold,,27,Fashion,243,Chicago,Monthly,2.0,0,9,Excellent quality!
CUST_0391,44,Female,71578.0,84,Silver,961.54,2,Home & Living,165,London,Yearly,1.0,0,7,Excellent quality!
CUST_0392,44,Other,99025.0,50,Silver,1538.26,103,Electronics,25,Los Angeles,None,5.0,0,5,Will not recommend.
CUST_0393,51,Female,123850.0,75,Gold,1260.85,101,Electronics,16,Chicago,Monthly,2.0,0,6,Will not recommend.
CUST_0394,38,Female,52658.0,15,Bronze,1270.19,21,Electronics,215,London,None,5.0,0,10,Could be better.
CUST_0395,47,Female,26852.0,32,Silver,906.06,58,Fashion,91,Miami,None,3.0,0,7,Excellent quality!
CUST_0396,50,Other,147282.0,28,Bronze,1066.91,133,Electronics,30,Berlin,Monthly,1.0,0,5,Excellent quality!
CUST_0397,45,Female,114986.0,22,Silver,1493.98,85,Sports,204,Berlin,None,2.0,0,10,Excellent quality!
CUST_0398,64,Male,22551.0,17,Silver,1653.62,93,Sports,206,Berlin,Yearly,1.0,0,5,
CUST_0399,50,Male,91947.0,59,Gold,1396.16,20,Electronics,106,Los Angeles,None,1.0,0,10,Could be better.
CUST_0400,22,Female,81001.0,90,Bronze,1848.91,61,Sports,145,London,Yearly,,0,5,
CUST_0401,65,Male,69159.0,71,Silver,1642.44,38,Home & Living,100,Chicago,Yearly,5.0,0,4,Excellent quality!
CUST_0402,36,Female,,57,Bronze,1128.11,148,Sports,317,Houston,Yearly,1.0,0,7,Excellent quality!
CUST_0403,21,Male,71707.0,26,Gold,,25,Electronics,240,Los Angeles,None,4.0,0,1,Great service!
CUST_0404,52,Male,53243.0,25,Platinum,1853.35,130,Grocery,246,Los Angeles,Monthly,3.0,0,6,
CUST_0405,66,Male,41800.0,10,Platinum,1242.14,121,Home & Living,162,Berlin,Yearly,4.0,0,3,Loved the experience!
CUST_0406,34,Male,95939.0,45,Gold,1651.37,26,Fashion,172,Houston,Monthly,3.0,0,0,Excellent quality!
CUST_0407,61,Female,77828.0,83,Gold,1380.73,67,Electronics,34,Berlin,Yearly,4.0,0,4,Great service!
CUST_0408,45,Female,27239.0,11,Bronze,1108.35,1,Fashion,283,Los Angeles,Yearly,4.0,0,2,Loved the experience!
CUST_0409,47,Female,26710.0,77,Bronze,491.26,51,Grocery,358,Chicago,Yearly,1.0,0,3,Will not recommend.
CUST_0410,46,Female,41384.0,53,Silver,857.74,5,Fashion,357,Berlin,Yearly,1.0,0,6,Will not recommend.
CUST_0411,63,Male,41038.0,72,Gold,1935.81,13,Electronics,20,Berlin,Monthly,3.0,0,4,Great service!
CUST_0412,70,Female,60846.0,68,Platinum,1318.95,147,Electronics,307,Berlin,Monthly,5.0,0,3,Excellent quality!
CUST_0413,23,Female,,95,Bronze,1133.15,140,Grocery,162,Los Angeles,Monthly,1.0,0,0,Great service!
CUST_0414,52,Female,87821.0,28,Platinum,1866.58,48,Electronics,96,Chicago,Yearly,1.0,0,5,Loved the experience!
CUST_0415,58,Male,57991.0,75,Silver,1177.16,57,Grocery,306,Houston,None,,0,10,Great service!
CUST_0416,54,Female,99057.0,65,Silver,1056.9,115,Grocery,338,New York,Monthly,1.0,0,9,Could be better.
CUST_0417,41,Female,133193.0,49,Bronze,1521.03,35,Electronics,54,Houston,None,5.0,0,5,Will not recommend.
CUST_0418,46,Other,26971.0,47,Bronze,1428.2,76,Sports,332,Chicago,None,2.0,1,6,Will not recommend.
CUST_0419,66,Female,49139.0,52,Silver,394.39,94,Grocery,126,Miami,Yearly,4.0,0,0,Loved the experience!
CUST_0420,63,Male,105445.0,88,Silver,947.9,5,Electronics,192,Berlin,Yearly,4.0,0,3,Excellent quality!
CUST_0421,70,Female,97067.0,54,Bronze,950.31,22,Sports,242,Houston,None,2.0,0,8,Great service!
CUST_0422,48,Female,,60,Silver,762.67,103,Grocery,348,Miami,Monthly,2.0,0,9,Great service!
CUST_0423,52,Male,104742.0,57,Gold,1039.41,131,Sports,87,Miami,Yearly,2.0,0,5,Will not recommend.
CUST_0424,50,Female,,47,Gold,832.08,124,Home & Living,335,Chicago,Yearly,3.0,0,1,
CUST_0425,69,Female,26530.0,31,Platinum,406.7,53,Home & Living,214,Chicago,Yearly,5.0,0,3,Loved the experience!
CUST_0426,38,Male,31116.0,46,Bronze,830.61,69,Sports,91,Berlin,None,5.0,0,5,Could be better.
CUST_0427,49,Male,,26,Bronze,153.83,104,Grocery,302,New York,Monthly,4.0,0,3,Will not recommend.
CUST_0428,40,Male,20282.0,5,Gold,1155.81,16,Electronics,234,London,Yearly,4.0,0,9,Loved the experience!
CUST_0429,50,Male,99473.0,84,Silver,1708.77,116,Fashion,183,Los Angeles,Yearly,4.0,0,6,Great service!
CUST_0430,20,Male,21898.0,52,Bronze,1453.32,76,Electronics,37,Houston,Yearly,1.0,0,2,Great service!
CUST_0431,35,Female,24135.0,75,Bronze,727.18,109,Fashion,138,Chicago,Yearly,4.0,0,5,Loved the experience!
CUST_0432,42,Male,26629.0,54,Silver,183.27,39,Fashion,194,Houston,Yearly,2.0,0,3,Loved the experience!
CUST_0433,59,Male,129472.0,33,Bronze,412.28,89,Grocery,14,London,None,4.0,0,2,Great service!
CUST_0434,48,Female,145147.0,50,Bronze,1095.53,112,Sports,256,London,Yearly,2.0,0,2,Excellent quality!
CUST_0435,71,Female,105120.0,38,Bronze,422.04,47,Electronics,134,Berlin,None,3.0,0,1,
CUST_0436,20,Male,139798.0,27,Bronze,1092.51,137,Sports,0,Miami,Yearly,1.0,0,10,Loved the experience!
CUST_0437,57,Male,109087.0,98,Silver,470.88,128,Home & Living,48,Berlin,Monthly,1.0,0,2,Could be better.
CUST_0438,63,Male,85031.0,15,Silver,1699.36,77,Grocery,95,Los Angeles,Monthly,5.0,0,9,
CUST_0439,41,Female,53380.0,96,Silver,800.57,15,Grocery,200,New York,Monthly,3.0,0,0,Excellent quality!
CUST_0440,67,Male,149951.0,61,Bronze,498.65,36,Home & Living,25,Houston,Yearly,2.0,0,2,Loved the experience!
CUST_0441,49,Female,132507.0,21,Bronze,1626.53,63,Electronics,342,Los Angeles,Yearly,3.0,0,8,Excellent quality!
CUST_0442,64,Other,37071.0,46,Silver,692.25,69,Home & Living,234,New York,None,1.0,0,3,Great service!
CUST_0443,39,Male,40074.0,69,Silver,231.86,74,Electronics,348,Houston,None,2.0,0,2,Could be better.
CUST_0444,40,Female,110724.0,6,Silver,1145.11,24,Fashion,243,Los Angeles,Monthly,3.0,0,7,Will not recommend.
CUST_0445,19,Other,87843.0,38,Bronze,1167.31,49,Grocery,357,Chicago,Monthly,1.0,0,0,Great service!
CUST_0446,44,Male,59901.0,62,Platinum,1432.24,146,Electronics,326,Houston,Monthly,2.0,0,4,Loved the experience!
CUST_0447,59,Female,31205.0,86,Bronze,488.04,7,Sports,350,Los Angeles,Yearly,2.0,0,0,Great service!
CUST_0448,19,Female,75661.0,62,Silver,893.1,4,Sports,50,London,Monthly,1.0,0,6,Excellent quality!
CUST_0449,43,Female,144661.0,82,Silver,571.91,90,Grocery,80,New York,Monthly,2.0,1,4,Loved the experience!
CUST_0450,34,Female,25906.0,78,Silver,171.1,60,Home & Living,35,Los Angeles,None,1.0,0,1,Could be better.
CUST_0451,57,Female,22591.0,74,Bronze,1754.46,55,Home & Living,66,Chicago,None,4.0,0,0,Great service!
CUST_0452,50,Female,145576.0,46,Silver,1460.45,16,Electronics,128,Berlin,Monthly,4.0,0,10,Great service!
CUST_0453,26,Female,82987.0,13,Gold,609.91,29,Home & Living,154,Houston,Yearly,2.0,0,6,Could be better.
CUST_0454,60,Female,83370.0,95,Bronze,1202.75,14,Grocery,244,Houston,Yearly,2.0,0,0,
CUST_0455,71,Female,100685.0,94,Bronze,410.51,79,Electronics,110,Houston,None,1.0,0,2,Great service!
CUST_0456,65,Female,130454.0,3,Bronze,1781.57,33,Fashion,167,Chicago,Yearly,2.0,0,10,Will not recommend.
CUST_0457,56,Male,125487.0,94,Gold,238.66,21,Home & Living,141,New York,Monthly,5.0,0,5,Excellent quality!
CUST_0458,46,Male,74400.0,6,Bronze,17.64,145,Home & Living,355,Houston,None,4.0,0,5,Great service!
CUST_0459,59,Male,45150.0,93,Platinum,1009.0,23,Electronics,196,New York,Yearly,2.0,0,6,Excellent quality!
CUST_0460,72,Male,51852.0,8,Silver,1170.42,57,Sports,108,Los Angeles,Monthly,2.0,0,10,Could be better.
CUST_0461,43,Male,62870.0,44,Platinum,1162.14,142,Home & Living,78,London,Yearly,3.0,0,10,Loved the experience!
CUST_0462,52,Female,139796.0,33,Platinum,118.48,93,Grocery,160,London,Yearly,2.0,0,0,Loved the experience!
CUST_0463,67,Male,72756.0,81,Silver,634.95,20,Home & Living,18,New York,Yearly,5.0,0,6,Will not recommend.
CUST_0464,42,Female,135357.0,75,Bronze,1003.41,19,Fashion,126,New York,Monthly,4.0,0,1,Loved the experience!
